relative_path,label_name,label_id,source_split,processed_split,sha256
data/raw/Training/glioma/Tr-gl_1014.jpg,glioma,0,Training,train,c4816b8570228e8f92e41f8fafe01b750e6c1a7c0c2face8b7493a14f99c6470
data/raw/Training/glioma/Tr-gl_1015.jpg,glioma,0,Training,train,ec79f3b111af571730d00c2fb05589ddc73b1bd260205abd7d2aea87dd1e43f4
data/raw/Training/glioma/Tr-gl_1016.jpg,glioma,0,Training,train,002f4403eb07288c2ebdffcd4a3247543f5fd976767223c3843e249ebfe45d49
data/raw/Training/glioma/Tr-gl_1018.jpg,glioma,0,Training,train,d4d7eb03b8a953c7219ad3702151fd072d64957f5c4590550448e36c935784c8
data/raw/Training/glioma/Tr-gl_1019.jpg,glioma,0,Training,train,ae817a77352a3aaf943004cb7d80f453c1b7b89f0113557ff58d662cc59733ae
data/raw/Training/glioma/Tr-gl_102.jpg,glioma,0,Training,train,588961631275c62c0d56ec26465a7bdf73faa025e31c18b90d84e9bf29e201db
data/raw/Training/glioma/Tr-gl_1020.jpg,glioma,0,Training,train,01e69989dba1488ee15f4985d0cbe9439d22489e4955cb3573b0fa9612b9aba1
data/raw/Training/glioma/Tr-gl_1021.jpg,glioma,0,Training,train,4f5607ef1690681bd81330df0ed15ded60994bd263506b370d84256457f75d1d
data/raw/Training/glioma/Tr-gl_1022.jpg,glioma,0,Training,train,9d174b78bf7f5adedac15699c15096b89458499961b9e289704b6a7afe4b0108
data/raw/Training/glioma/Tr-gl_1023.jpg,glioma,0,Training,train,8931705e8895dfd0bb2f8510254f645e2aa0290d3276990da694c37bb22d4c2a
data/raw/Training/glioma/Tr-gl_1024.jpg,glioma,0,Training,train,4bb64bf7e354ef28d069e74ddd48d49eb041b86d95a16bb716b9d307019f62c6
data/raw/Training/glioma/Tr-gl_1025.jpg,glioma,0,Training,train,eeccaec80782f4c52dfed9b16ac78875f80f57d1868e95e38e44f1175b94ccc4
data/raw/Training/glioma/Tr-gl_1026.jpg,glioma,0,Training,train,15f7dab8087bc3f4a3121bbf64fe670031959f8ae50296f2b21c8b08aea85856
data/raw/Training/glioma/Tr-gl_103.jpg,glioma,0,Training,train,550e372869abdc4461dd864ad54fdd5f20e110ca965344cb3911010684f34330
data/raw/Training/glioma/Tr-gl_1030.jpg,glioma,0,Training,train,f3ce51c275ec36fd22285c12cb6475b6411eeb4394ca83e4c0efcfaa296a207a
data/raw/Training/glioma/Tr-gl_1032.jpg,glioma,0,Training,train,aedd48e573fa1d8515942e963832931ffe9d91a02f26b9ce5075a2706520c9c0
data/raw/Training/glioma/Tr-gl_1033.jpg,glioma,0,Training,train,3c6c8b180965a599521819052c4765ce445e535d1e25086d3f4e7cd03833f2fb
data/raw/Training/glioma/Tr-gl_1035.jpg,glioma,0,Training,train,cf62be31de13d56e9ad6f5c0abdb4c3132c7c8b087326e8c262cfc34031543ec
data/raw/Training/glioma/Tr-gl_1036.jpg,glioma,0,Training,train,71e061fa1eb8584b3497e543dd316c7e4f87419234050628b9484e83f28eaa4e
data/raw/Training/glioma/Tr-gl_1037.jpg,glioma,0,Training,train,59bd1f9c9b39d6914450e652be61572aa67e3e52f9b565ea1d584be9ae487124
data/raw/Training/glioma/Tr-gl_1039.jpg,glioma,0,Training,train,cc0250d1cc59fb33e3ef9fe3aa6f4d46a0b4a96c0dc4bf62b84ac9add9a682a9
data/raw/Training/glioma/Tr-gl_104.jpg,glioma,0,Training,train,f18608438118e39d661c5f82242ace781a24cc8c61bf9d44aaf10aff1399df13
data/raw/Training/glioma/Tr-gl_1040.jpg,glioma,0,Training,train,3b500f02ad835c10898c77cbbe15078088b4ecc7623886aeb3c89ce2bd3340f4
data/raw/Training/glioma/Tr-gl_1043.jpg,glioma,0,Training,train,8750e005f5a056f19720c759d295494bc763f368078702de20e93561d116e0e1
data/raw/Training/glioma/Tr-gl_1044.jpg,glioma,0,Training,train,d0a1c7d0d6ca429d543405666971349e601fc07a8f683367d28c09924467f9e4
data/raw/Training/glioma/Tr-gl_1045.jpg,glioma,0,Training,train,df89ff0f2ee56c5d299c461a8ec150ae06fb09dae8ec99322056099a7807d89d
data/raw/Training/glioma/Tr-gl_1046.jpg,glioma,0,Training,train,d8ed005ff7b80c1dc76681677fa22df91f75432f114b7f84f2080a58c7053652
data/raw/Training/glioma/Tr-gl_1047.jpg,glioma,0,Training,train,52c302bff4fe15cb933edc0c005b8059851d7ef223ff0454c6c8a7130998cdfa
data/raw/Training/glioma/Tr-gl_1048.jpg,glioma,0,Training,train,88eca485cd844c31363201136b0afaac7250c9ded387aaf6c0b6451b57f294fa
data/raw/Training/glioma/Tr-gl_1050.jpg,glioma,0,Training,train,b5dba58b59db3bbfc1669a2a24d0985c9b76284ea6e2187407c0349cd882b750
data/raw/Training/glioma/Tr-gl_1051.jpg,glioma,0,Training,train,c1ae47f17fea410269ff4db9dc9512c04d1dabd8960d8cb8a30b163a3fdad1dd
data/raw/Training/glioma/Tr-gl_1052.jpg,glioma,0,Training,train,75cc15aa6d260b97b7cb2a9e23c6acc015aac1a49e6bc5d5b6fdbebc8c90552c
data/raw/Training/glioma/Tr-gl_1053.jpg,glioma,0,Training,train,e092a8ed839f0938368269cfcd5c60ceed0463644ab3c1e6557dabe71cfafce0
data/raw/Training/glioma/Tr-gl_1054.jpg,glioma,0,Training,train,34afadc89aac69e012a37d032cbe12e7c5e4b896352d85583ee90feba8c23a4a
data/raw/Training/glioma/Tr-gl_1055.jpg,glioma,0,Training,train,f151456548d75987b8cde6b06d46a0e63cd7d761f9fdb89bd775a3afb63e25a3
data/raw/Training/glioma/Tr-gl_1056.jpg,glioma,0,Training,train,648e3d7215a5e2fde7ec2c6e6259bc278ef099c224132f1e79299f6cf55e8054
data/raw/Training/glioma/Tr-gl_1057.jpg,glioma,0,Training,train,dcb8d6cb4496603b7d8757bef29fa39cf1d84a4e5d953b3135d19dbd788b7dff
data/raw/Training/glioma/Tr-gl_1058.jpg,glioma,0,Training,train,bea567b2fe260ee9fc3450806b2a433eb875849181a47be97f6fd85fbcd163af
data/raw/Training/glioma/Tr-gl_1059.jpg,glioma,0,Training,train,d40f0941fa3b959e31021edc63aa5f31e923454a44677b8ca824e13ff2976ebe
data/raw/Training/glioma/Tr-gl_1060.jpg,glioma,0,Training,train,f06ca8638a927dcac447fcb997d0b3c3eaa83346c5773513a08d87eb6b1b68a0
data/raw/Training/glioma/Tr-gl_1061.jpg,glioma,0,Training,train,b45e44023dc38d81ef38807a7c9c988e9575a6cc71dc62fd861d58093f632808
data/raw/Training/glioma/Tr-gl_1062.jpg,glioma,0,Training,train,3063e7d8fe33a31035935f048c64dd6988596c504af0432238bb84413add44ba
data/raw/Training/glioma/Tr-gl_1063.jpg,glioma,0,Training,train,3fd896730cbd7d870998082bf093ebf94ff9234ba704410c63d8fb3385692486
data/raw/Training/glioma/Tr-gl_1064.jpg,glioma,0,Training,train,4d3506f55b9534015f4ce41c8b9cfed12d3187717a2a5aa554efd660794e71dd
data/raw/Training/glioma/Tr-gl_1065.jpg,glioma,0,Training,train,4cfe02ccbdb9be081c98ba776db8f2f9662ce909c270cb39fa12ed2e70393fb8
data/raw/Training/glioma/Tr-gl_1066.jpg,glioma,0,Training,train,88462cfdd72c0a289d3152fcf6b15b0eefdda24534847165a7220114208d6e9e
data/raw/Training/glioma/Tr-gl_1067.jpg,glioma,0,Training,train,cfc2c65c10aa897559fe046d8a16c5bb8d37d3ba82fd6a8dbc529be1c789ff77
data/raw/Training/glioma/Tr-gl_1068.jpg,glioma,0,Training,train,46ef43038899b7baff3211d155e491c13c9cc38869e6ecd3dce5663cfae65078
data/raw/Training/glioma/Tr-gl_1069.jpg,glioma,0,Training,train,ff3a613af787b2919777363b37e4709828bf07605dd5b2687b2f82a4c895d5fc
data/raw/Training/glioma/Tr-gl_107.jpg,glioma,0,Training,train,23e271290683ffdba92c3c8b2ccc20b1206b756f0e65fbed71f52232a5b2cfb9
data/raw/Training/glioma/Tr-gl_1070.jpg,glioma,0,Training,train,c741de31e76d48ce0ee56a9c62ce192e9dbe1a3b04f6082ac9a0089be908104f
data/raw/Training/glioma/Tr-gl_1071.jpg,glioma,0,Training,train,32355eefbba178b5a956ad2ab924db27dda11039e158169ae003ad26f7bb756e
data/raw/Training/glioma/Tr-gl_1072.jpg,glioma,0,Training,train,167646ef0dfbc5b3643ee6b2ebccb51ab9f7f8287dfbc66b908265d4cffe59fa
data/raw/Training/glioma/Tr-gl_1073.jpg,glioma,0,Training,train,1400f475a9b0d9d0a4da043d030fe05686d951439975a59c646fd12b055511ec
data/raw/Training/glioma/Tr-gl_1074.jpg,glioma,0,Training,train,2524396d0e1fcae86aff8a446459cac71fabe7d21e3625f958f0da8f1c350309
data/raw/Training/glioma/Tr-gl_1075.jpg,glioma,0,Training,train,8fe180f7cbf41345de48460e24ea4aa4eda16d4ea1f72117b734ceda7d3a0b3a
data/raw/Training/glioma/Tr-gl_1076.jpg,glioma,0,Training,train,bba06019a74d8f68aafb08a0fdc1da2cf47be914e17ae00d542ec60fb4b93221
data/raw/Training/glioma/Tr-gl_1077.jpg,glioma,0,Training,train,2d6cd4062cc90ee4ee2f131b0b5756ebb5d5a592cdf0436dedf0d9023d9e2a10
data/raw/Training/glioma/Tr-gl_1078.jpg,glioma,0,Training,train,7a927782dffecd777684a7a6edfabed80bb1520630c6c21193c5a78f1ff4d98e
data/raw/Training/glioma/Tr-gl_1079.jpg,glioma,0,Training,train,5ab39a7d0b5e205d6f707a1d26d1bd252c57800454d74095b6e05f814fcbff5d
data/raw/Training/glioma/Tr-gl_108.jpg,glioma,0,Training,train,ef10a835a47cb071d43bc473b1941ebcfeed3b3782e325013cb1dbeb20edb187
data/raw/Training/glioma/Tr-gl_1081.jpg,glioma,0,Training,train,2e5ff28bf1776b9da0e91843d2d41c1cabbe8572eb0ad2e8981e6243e25464c9
data/raw/Training/glioma/Tr-gl_1082.jpg,glioma,0,Training,train,bcc347d587d2a67392ef727d25f285f69d3b959bf619767fde0e80c42c70c1b2
data/raw/Training/glioma/Tr-gl_1084.jpg,glioma,0,Training,train,8a35f58b66499a0568658e4473f61389ffde9fff55acabb273e3e6c09391b817
data/raw/Training/glioma/Tr-gl_1085.jpg,glioma,0,Training,train,75b867a885b9bb9bb3b6e2d74038ff8dcde49857a22c8b0619bf1b56b20078f9
data/raw/Training/glioma/Tr-gl_1086.jpg,glioma,0,Training,train,c7d0c5e5289054744408b3e17dc76ce6dabb09dbf35685344224ef4b25bcd42f
data/raw/Training/glioma/Tr-gl_109.jpg,glioma,0,Training,train,2389fda31023448903058a7d6e6481baf349d5f925b8e3bb134bd28bd77cb318
data/raw/Training/glioma/Tr-gl_1090.jpg,glioma,0,Training,train,50491db95a5f010b9e10e616ea893c2e91720bc66f4b9d28dd191956529e7db0
data/raw/Training/glioma/Tr-gl_1091.jpg,glioma,0,Training,train,5771cd04eafc3c1b747b05c913d0ce828fe6f84282ce3c746493671182481094
data/raw/Training/glioma/Tr-gl_1092.jpg,glioma,0,Training,train,d37c648eafe20f6bcb55d2260b5f576d065c462db2ad23ae485a8cfb5309b053
data/raw/Training/glioma/Tr-gl_1093.jpg,glioma,0,Training,train,da24dff47b5ef02aeca627997aaf492f931aef9773d84d7aeefd2d0c19a33065
data/raw/Training/glioma/Tr-gl_1094.jpg,glioma,0,Training,train,bb22ce9a74848637beb58f399d619263047808414a5c93e95e8109c1f258b358
data/raw/Training/glioma/Tr-gl_1096.jpg,glioma,0,Training,train,5669a1c10d78ba810edb4589312dc54f28f7c12ffeacda798f757ec2c787da66
data/raw/Training/glioma/Tr-gl_1097.jpg,glioma,0,Training,train,1cf1ed111f2ca9a4483b7395cf85e555321a1ab6dfee90bd99639d26d9dc4a79
data/raw/Training/glioma/Tr-gl_1098.jpg,glioma,0,Training,train,5794bf363988a2a24d118db901dcce06667cd38edaa1aeb6fb528871f1b221ef
data/raw/Training/glioma/Tr-gl_1099.jpg,glioma,0,Training,train,49cd84bafe80bf707189460eea23b43881591aaafa2c364c991ffac5721517b7
data/raw/Training/glioma/Tr-gl_1100.jpg,glioma,0,Training,train,a83d47f6d31a430d0d7c5b040300050ca7ba422c071ee75c0b8f56bf660a9f7e
data/raw/Training/glioma/Tr-gl_1101.jpg,glioma,0,Training,train,918c257de6114836db396fc545e99857704f54380137a4533cad930781b49429
data/raw/Training/glioma/Tr-gl_1102.jpg,glioma,0,Training,train,fc89077441b52924cbfefcc639fb095644ea996bef6ebde2e84e81cd8be51852
data/raw/Training/glioma/Tr-gl_1103.jpg,glioma,0,Training,train,3ad1a0fd794fb9fb022bbf55ac75eb3912d8292a4e91772f2c3f779b76f1cae8
data/raw/Training/glioma/Tr-gl_1104.jpg,glioma,0,Training,train,1c08458921e1b5965581aebf218f9cf6820095a7da23067dd5aec863ea89a003
data/raw/Training/glioma/Tr-gl_1105.jpg,glioma,0,Training,train,72143f189dc6bc9ca237a908a215b00a8f6c2883ea3dba5ba99c1de0fd688933
data/raw/Training/glioma/Tr-gl_1106.jpg,glioma,0,Training,train,7f923e2cc10a79096cf388898901c1b465d91a249ed13ff9b0e900ba63ace693
data/raw/Training/glioma/Tr-gl_1107.jpg,glioma,0,Training,train,bd1ebe0c93f0e01a4d0c20774e6c1d2b2fb0455293a56faa77582b009755dda8
data/raw/Training/glioma/Tr-gl_1108.jpg,glioma,0,Training,train,1047ad2f928f305be5a6db28ea3120d2574656c4325fa6a291ae05378cde62c1
data/raw/Training/glioma/Tr-gl_1109.jpg,glioma,0,Training,train,311e09089e2f2b8a9cd62ddc5239a72c17be19d2930c2fbd30ea7957321b2383
data/raw/Training/glioma/Tr-gl_111.jpg,glioma,0,Training,train,c7fb31316de42761f7df4391e53d1eb9ed28b07787b2b6fe263a74a1ed911829
data/raw/Training/glioma/Tr-gl_1112.jpg,glioma,0,Training,train,471f38b4cf349ccb2be12e437623b9eb09ebeda98365c2928b9bf22718a391bf
data/raw/Training/glioma/Tr-gl_1113.jpg,glioma,0,Training,train,7c4348f0282d8b0d67e615af7bf5fcb86f96cc689dff543eeaa24598de21866b
data/raw/Training/glioma/Tr-gl_1114.jpg,glioma,0,Training,train,32e1c89cade54971657c2436c59cd3a8328e09a3ca8c33220d32688752a21654
data/raw/Training/glioma/Tr-gl_1115.jpg,glioma,0,Training,train,6bbc48a7bee5611af0ef9ce919f54eb618a9cc46740ca55e0570a064b74c484c
data/raw/Training/glioma/Tr-gl_1116.jpg,glioma,0,Training,train,4105e629ac5fdf4551fb644e0133d7c819ede7b14a8c052a48eed990aa29a658
data/raw/Training/glioma/Tr-gl_112.jpg,glioma,0,Training,train,9d6abf48f4e72bafc9fac7fcf8deff8d24fd933781d9efd23b472688a83d1d41
data/raw/Training/glioma/Tr-gl_1120.jpg,glioma,0,Training,train,62b1ecb44192dcc51421441d8dd18495725194100219b183917f2dd0d44ead4b
data/raw/Training/glioma/Tr-gl_1121.jpg,glioma,0,Training,train,639e3e67eb5ec51b27d66e05bd45595d7c75335401f7ee73ad1906d707719095
data/raw/Training/glioma/Tr-gl_1122.jpg,glioma,0,Training,train,b3b2f5dea1eb6a353af444bffa820a688a8e401a91ab94cb696c47d8c7156781
data/raw/Training/glioma/Tr-gl_1123.jpg,glioma,0,Training,train,e720621b4ff394cba6c0930b5d3b0eed704a2c0e125d0f62710af388f69b40ae
data/raw/Training/glioma/Tr-gl_1124.jpg,glioma,0,Training,train,66357bf2face3cdebe352201639160e8beae2c595844d26267986ff313c8bcd5
data/raw/Training/glioma/Tr-gl_1125.jpg,glioma,0,Training,train,5ccac8c5e3d461309b4c238a2cf18c9e1e4c7dcab3ed24b5214520cfa4a5bc96
data/raw/Training/glioma/Tr-gl_1126.jpg,glioma,0,Training,train,7808f8d7f88dee9f3b15644f9d6df444c4b4d04ec20b38047c2e58391e44c639
data/raw/Training/glioma/Tr-gl_1128.jpg,glioma,0,Training,train,e45c9534e8014c98cc07cc087f5dd53cfbd933d1e11e80b656941178e5be59a6
data/raw/Training/glioma/Tr-gl_1129.jpg,glioma,0,Training,train,6e4779a469e9b6a2c4debd3a835fdd213a94a8a17846304f0c20b2b754bf84fb
data/raw/Training/glioma/Tr-gl_113.jpg,glioma,0,Training,train,466600e0550e9474ed436ba702c9d51c10bbf8c86857e9e1a17ab3abfb24d465
data/raw/Training/glioma/Tr-gl_1130.jpg,glioma,0,Training,train,6ee4ebaf266b93e91e0118f53b8866bcf244e3b3cd9954a196b13cf8bdfdcf11
data/raw/Training/glioma/Tr-gl_1131.jpg,glioma,0,Training,train,80b0cbfbf913c4414e6f315da99b0b4d16e7f22fb18caf901b3c075452289b35
data/raw/Training/glioma/Tr-gl_1132.jpg,glioma,0,Training,train,6867d98872346fb442cff19f2e1326970dc190182ba263d25bf2625fc005b8d7
data/raw/Training/glioma/Tr-gl_1133.jpg,glioma,0,Training,train,a874422003b0970623de1585f24c41741873e80578209c6b3a07c63961c1530d
data/raw/Training/glioma/Tr-gl_1134.jpg,glioma,0,Training,train,be74880096019c95bc76dde9e61c49944ab72c77c25f46db1ae92c9437516b23
data/raw/Training/glioma/Tr-gl_1135.jpg,glioma,0,Training,train,4a36d6935810e5bca1d1c163273ab53e93c6577a8bfb5aa401c647d743b4f5f6
data/raw/Training/glioma/Tr-gl_1137.jpg,glioma,0,Training,train,42dd1bf7baaf1feefc003044fb8bc792392bb53a3a4a8e66ef0e482868c318ca
data/raw/Training/glioma/Tr-gl_1138.jpg,glioma,0,Training,train,bd05dccad67cc85ab25fdef6ff9dd6a8af521d8bb89a0a47261957a29e4fcab8
data/raw/Training/glioma/Tr-gl_1139.jpg,glioma,0,Training,train,a5177ba695e5566477c5803d72cacfba5e9db9d371c2de3efac547aaa0ad6407
data/raw/Training/glioma/Tr-gl_114.jpg,glioma,0,Training,train,a249cbbfb08ed55032ee6ed9f63e82c9c564ca36659c60c5c29f5035d88ebc88
data/raw/Training/glioma/Tr-gl_1140.jpg,glioma,0,Training,train,dde07981a2f82c22f7a50a68cf6ea11b5713c0155974e9623a87e582695a20ca
data/raw/Training/glioma/Tr-gl_1141.jpg,glioma,0,Training,train,d03321e5058663d692ed3fb79430490ede4858d7f5e4e1878bc047fe6a85a31b
data/raw/Training/glioma/Tr-gl_1143.jpg,glioma,0,Training,train,a961e4ec55d9fc91125eccb6a83d88375ca138d3936c937237eb4a6969922e67
data/raw/Training/glioma/Tr-gl_1144.jpg,glioma,0,Training,train,79f988a862a4455627b6034327e59f5b9797315e3a233f361b936fdcc4c7f37b
data/raw/Training/glioma/Tr-gl_1145.jpg,glioma,0,Training,train,3e378c864945e003fe82f30dadac4f027ca5cd72957c51b52f84d00b59623be9
data/raw/Training/glioma/Tr-gl_1146.jpg,glioma,0,Training,train,e24d78983aa1fac2079d3b75c860dccdd5027ea1ae9363af4e3f1fc00412f4be
data/raw/Training/glioma/Tr-gl_1147.jpg,glioma,0,Training,train,18a7abdb3b9aaa94fa5b869c3c5f607e374209812c759b255fe3c0c8d2ba6981
data/raw/Training/glioma/Tr-gl_1148.jpg,glioma,0,Training,train,38600a90daad7ea5a93951e8ca7874d162ad0d077878a0365a2d51890528660f
data/raw/Training/glioma/Tr-gl_1149.jpg,glioma,0,Training,train,8dfab7ca1bc3729df9e500424fa51d9e44d527d2179ec10f56d6c3c8d5c6c34f
data/raw/Training/glioma/Tr-gl_115.jpg,glioma,0,Training,train,38a38cd67f00f8b8b1d6c7fb9fad8b737d53a2c9c1d965500921f0a231414011
data/raw/Training/glioma/Tr-gl_1150.jpg,glioma,0,Training,train,9670f019ed33b714ad8e3a5ea0520eb0586cb243755cd48b04371f44ff6865a1
data/raw/Training/glioma/Tr-gl_1151.jpg,glioma,0,Training,train,f8987c591ee9fc35471b923dbd5604ce25038c8b11bca8f625504766314398ee
data/raw/Training/glioma/Tr-gl_1152.jpg,glioma,0,Training,train,35cf8e8124f421dfcdfad84fedde9c01778c2f47e4a7a9f9a932a9ed72b59386
data/raw/Training/glioma/Tr-gl_1154.jpg,glioma,0,Training,train,48d3d754fce9f1cdddc5ce0a21cf09c1d14ef0bb09193d02079ee505748a1145
data/raw/Training/glioma/Tr-gl_1155.jpg,glioma,0,Training,train,30db695ecccfbd431d078ba6475563007b56660c32dfa942be09ef3171900411
data/raw/Training/glioma/Tr-gl_1156.jpg,glioma,0,Training,train,f4608cb23bf7da81c0e4919232f843272a04a4e3ec1e33f2fc9b97a2671ab647
data/raw/Training/glioma/Tr-gl_1157.jpg,glioma,0,Training,train,2d79ee70b285c26d2a0cb6d47c2ea98afc9517c3e47d47a9a065b65e73078d00
data/raw/Training/glioma/Tr-gl_1159.jpg,glioma,0,Training,train,a109b5753da46595c55ac8a4f02820e50bed8e9633befb65d6a0703f9ee2d3a3
data/raw/Training/glioma/Tr-gl_1160.jpg,glioma,0,Training,train,cbe96b10b83ebe09bbb1c7629c03b299a30b3113274a83196829276414384b2c
data/raw/Training/glioma/Tr-gl_1161.jpg,glioma,0,Training,train,4c9eafaad803c14966316d983d2812aea0984beb4783727c21cbf4cce30ab0c7
data/raw/Training/glioma/Tr-gl_1162.jpg,glioma,0,Training,train,f79e1e7778b20b366ab1811a071ed08cabca558bf8f98a33d7df87c1cc5d0f2b
data/raw/Training/glioma/Tr-gl_1163.jpg,glioma,0,Training,train,598fcec5286130b859dcffcc01d4c917b9c1691b62fe0fb56ebcfbff410fc2e4
data/raw/Training/glioma/Tr-gl_1165.jpg,glioma,0,Training,train,02780430eb1a1b8e2bbc7f7b09c6a7ad483aaf89113e5db396b3d5c0333c8fb2
data/raw/Training/glioma/Tr-gl_1166.jpg,glioma,0,Training,train,10fc6ba8b7ee545159370717d257195d727696b9a44e14202f43e90a24e92abe
data/raw/Training/glioma/Tr-gl_1168.jpg,glioma,0,Training,train,d36f758e8b183c52e3b9b1ee3db10b26db5462402c9454c816adb9985750ca80
data/raw/Training/glioma/Tr-gl_1169.jpg,glioma,0,Training,train,31594059f4bbb436b853641408beced55cfa76312350515d5dd9a71fa0476c1e
data/raw/Training/glioma/Tr-gl_1170.jpg,glioma,0,Training,train,5e9e8f0319c2b120c57eb21b1780f299bdd443905095eae39a28147e1e7bd221
data/raw/Training/glioma/Tr-gl_1172.jpg,glioma,0,Training,train,527efc040370cb36af670c1ea9001353543b89d93a135db3a305fb6821cdec6d
data/raw/Training/glioma/Tr-gl_1173.jpg,glioma,0,Training,train,b924ee795c7f1e4cc298a6316e263d2d0006dfd9f6b3f991540bd9d6df7b9239
data/raw/Training/glioma/Tr-gl_1174.jpg,glioma,0,Training,train,680c8606812ed6d9926962a09f7e9f3f59aa8277cbee47e80d81726163e68a27
data/raw/Training/glioma/Tr-gl_1175.jpg,glioma,0,Training,train,e0fd19d0ffbf3a133b2b681a4aabe6f882cd6ade2755a4e8d379db267af0483d
data/raw/Training/glioma/Tr-gl_1176.jpg,glioma,0,Training,train,21b1fd92ab0c92dbdeb6b522dad68c535a132b2010ba40538b1a0543663e5ae8
data/raw/Training/glioma/Tr-gl_1177.jpg,glioma,0,Training,train,c276affc30d1ecfa4c2ce4958db5a56163c545af223bf2119c477bd589750ec5
data/raw/Training/glioma/Tr-gl_1178.jpg,glioma,0,Training,train,d58f244d757dbb95ed4150676d5d0b6582d546fa08553c833d06df11e0d0d819
data/raw/Training/glioma/Tr-gl_1179.jpg,glioma,0,Training,train,c8ddf657964cc7ad45a25a18166d74ca4f7efbe33a400830a964897e7c81f54d
data/raw/Training/glioma/Tr-gl_118.jpg,glioma,0,Training,train,3a767a0cb6e43b3069c347414563c26113d0f3c67121a6bd4cb622ecc928e384
data/raw/Training/glioma/Tr-gl_1181.jpg,glioma,0,Training,train,ccbc6129652db7e957fc2c8e535dd7ecbe9f46d64bbe5ba44917b9410d88c44c
data/raw/Training/glioma/Tr-gl_1182.jpg,glioma,0,Training,train,255d77f8cc7a77735a6234562c7391895274c55d638e1018ed28bad8364ad099
data/raw/Training/glioma/Tr-gl_1183.jpg,glioma,0,Training,train,b3e23a07ea2fe7eb605c6b788bcfe709e586b7923abcacf910a74d8f1b15badd
data/raw/Training/glioma/Tr-gl_1184.jpg,glioma,0,Training,train,1308b2078ae8de0fc265d08c0e704109245fbc9e4dc2ea80ea960c1cf65386dc
data/raw/Training/glioma/Tr-gl_1186.jpg,glioma,0,Training,train,fee3fe419b55629a307313df786566870672bd716ce91cedae576f8cb135098f
data/raw/Training/glioma/Tr-gl_1187.jpg,glioma,0,Training,train,c4bbd68a13038dd5d8281cb34aa9312afae496b210ec4fc73fd267b597594a4d
data/raw/Training/glioma/Tr-gl_1188.jpg,glioma,0,Training,train,525e5d1956e461e2d030fe3ce60bfc22ea9444ec9a37702183329b6fafca1271
data/raw/Training/glioma/Tr-gl_1189.jpg,glioma,0,Training,train,25242fd109da06067b0b77006ee39b18dc7962b8168bf3c36a3f49d4ed8edabc
data/raw/Training/glioma/Tr-gl_119.jpg,glioma,0,Training,train,307ad102d4457d224fba49ed2b16ee240f78b5b069b77f0e12e783d5db5ba43f
data/raw/Training/glioma/Tr-gl_1192.jpg,glioma,0,Training,train,22260fef1a86f404357f637bf9be34e869537d141608c294ebeb03b1c4bc8df1
data/raw/Training/glioma/Tr-gl_1193.jpg,glioma,0,Training,train,b0c2654ef7d440a6d63cec17e44d7352087cba1fa9aa3d597a6b15b61a2e0c23
data/raw/Training/glioma/Tr-gl_1194.jpg,glioma,0,Training,train,82444390a96f3292242823338c52b9310ee7c5eed55185f9e8456d2f383b14c6
data/raw/Training/glioma/Tr-gl_1195.jpg,glioma,0,Training,train,74361d9da7838b3530a0903670cdbdec6513cf302ad72b9c83b8c8fc7f497697
data/raw/Training/glioma/Tr-gl_1196.jpg,glioma,0,Training,train,519cf3d164b71a4e86978141c2982ac4d99dbe42f1bbcc67be3941a0d04f9563
